Px	Sensitivity	Additional multiplier
534	12601.4738608743	1
535	12634.4266931609	1
536	12550.5412644424	1
537	12502.2614935688	1
538	12399.8576625139	1
539	12323.4129181634	1
540	12293.1014618915	1
541	12240.6339556146	1
542	12208.1380337467	1
543	12271.3730911639	1
544	12358.8100670053	1
545	12354.5233487951	1
546	12322.3506339642	1
547	12247.9761496446	1
548	12277.1891099676	1
549	12280.6759262052	1
550	12287.8929705111	1
551	12335.1147248423	1
552	12352.5538153592	1
553	12318.6323234983	1
554	12228.1246878087	1
555	12238.7119590071	1
556	12246.0694198748	1
557	12294.9760471924	1
558	12323.8418519017	1
559	12341.8237844876	1
560	12359.8831950335	1
561	12326.4368645915	1
562	12260.4167351423	1
563	12231.2503460723	1
564	12215.8549952972	1
565	12202.1029168448	1
566	12218.8293471331	1
567	12241.7744805812	1
568	12278.2441676239	1
569	12315.4601571829	1
570	12313.1136982188	1
571	12333.9408534151	1
572	12319.7149782846	1
573	12332.7195612571	1
574	12393.7055515965	1
575	12427.3000952721	1
576	12465.7885262585	1
577	12498.307180763	1
578	12532.5464319856	1
579	12535.4544572186	1
580	12519.3544614037	1
581	12522.8414265663	1
582	12574.7691887404	1
583	12626.2335579978	1
584	12650.1171266977	1
585	12643.3992720908	1
586	12610.3524271189	1
587	12591.173190182	1
588	12578.0588674193	1
589	12547.4067616528	1
590	12508.1567619183	1
591	12428.2975116761	1
592	12345.0071138247	1
593	12319.6408589759	1
594	12274.1082600882	1
595	12188.860717218	1
596	12159.4936088457	1
597	12159.7104889536	1
598	12086.2030932078	1
599	12060.1762915714	1
600	11989.6048210435	1
601	11969.0039010084	1
602	11984.3160514029	1
603	11878.9115626259	1
604	11855.9517613866	1
605	11796.9591423236	1
606	11753.0302454897	1
607	11757.6744111095	1
608	11750.7359203564	1
609	11754.2331988359	1
610	11773.7610561086	1
611	11753.2265982193	1
612	11780.6319613784	1
613	11778.6912894102	1
614	11742.5223192207	1
615	11717.5152844064	1
616	11704.5965805952	1
617	11691.1696028412	1
618	11573.0087287685	1
619	11546.8581462142	1
620	11494.3449094447	1
621	11563.6002055089	1
622	11611.4402947453	1
623	11634.9423651279	1
624	11676.4930776895	1
625	11628.6187428521	1
626	11696.3332312408	1
627	11712.6068411252	1
628	11717.2685523824	1
629	11682.7220483744	1
630	11683.9172344129	1
631	11667.9375746995	1
632	11679.2250825442	1
633	11729.6526491115	1
634	11786.4740083559	1
635	11916.2611488134	1
636	11947.1103182374	1
637	11995.9601805294	1
638	12048.7003191066	1
639	12079.5435792895	1
640	12047.420028211	1
641	12000.6222231016	1
642	11968.6366934538	1
643	11913.6021315091	1
644	11839.216487218	1
645	11802.0544708736	1
646	11801.6947217683	1
647	11705.1264132659	1
648	11770.0908063053	1
649	11759.9683223169	1
650	11722.8357856687	1
651	11660.8038709275	1
652	11689.4253829195	1
653	11654.2865576411	1
654	11646.2823024162	1
655	11638.9211567052	1
656	11562.2740481618	1
657	11521.4710203593	1
658	11463.4644268195	1
659	11437.6946671992	1
660	11445.9858262971	1
661	11495.008514222	1
662	11604.9115870146	1
663	11585.3042091079	1
664	11685.8596668302	1
665	11738.3887742112	1
666	11771.3407790224	1
667	11728.5604269261	1
668	11746.2398944397	1
669	11642.9223051496	1
670	11615.3593077847	1
671	11617.3414084494	1
672	11658.3395853632	1
673	11600.1008175086	1
674	11569.5943406637	1
675	11551.8421009641	1
676	11491.6349979114	1
677	11442.1009916266	1
678	11457.3698256681	1
679	11453.5282279995	1
680	11406.5891649634	1
681	11332.9790914733	1
682	11325.3218133448	1
683	11267.5295403476	1
684	11266.1511190361	1
685	11147.5391628611	1
686	11058.8359695145	1
687	11009.7728500671	1
688	11046.1333376931	1
689	11065.2421272012	1
690	11097.4933316093	1
691	11086.807560505	1
692	11052.5993086549	1
693	10990.1675136538	1
694	10929.9283997957	1
695	10949.9542735454	1
696	10966.6871587859	1
697	10955.2280978047	1
698	11007.3359260508	1
699	11025.7889027284	1
700	11008.6134343606	1
701	11074.596494276	1
702	11145.7729691154	1
703	11136.1258351013	1
704	11076.7669030437	1
705	11074.5224972115	1
706	11120.1099007609	1
707	11144.5608322897	1
708	11154.4153112004	1
709	11141.4212735673	1
710	11143.8751650017	1
711	11083.8214036473	1
712	11045.938995214	1
713	11072.0959211434	1
714	11053.7319499311	1
715	11084.3096487131	1
716	11067.0282769242	1
717	10987.5006106195	1
718	10959.7157899895	1
719	10928.077747561	1
720	10910.6472309035	1
721	10899.5264626263	1
722	10837.1216798141	1
723	10804.1478618407	1
724	10784.8418380712	1
725	10825.7737893844	1
726	10787.8496423753	1
727	10698.4464252875	1
728	10674.3237129967	1
729	10641.4128761191	1
730	10651.0572593883	1
731	10632.2484782292	1
732	10621.3236418374	1
733	10563.8025307394	1
734	10530.1924884739	1
735	10528.9160429502	1
736	10499.7169005584	1
737	10588.8952316793	1
738	10593.283581003	1
739	10623.0533453588	1
740	10574.4587763957	1
741	10505.0284042436	1
742	10523.1422202948	1
743	10509.7011757742	1
744	10501.0986838112	1
745	10488.3674109241	1
746	10462.94119641	1
747	10481.4005609565	1
748	10559.3890225043	1
749	10560.2088190205	1
750	10563.0602764272	1
751	10537.5815220692	1
752	10586.4030970526	1
753	10621.0402792844	1
754	10685.5352792865	1
755	10682.7764713294	1
756	10701.7483220961	1
757	10739.8990739584	1
758	10627.0962563261	1
759	10672.4100156051	1
760	10647.5705722844	1
761	10647.6595477219	1
762	10653.7604017707	1
763	10614.7797099018	1
764	10543.7167180957	1
765	10520.6746130318	1
766	10490.5469362108	1
767	10457.3244648651	1
768	10445.4027810856	1
769	10416.6463762851	1
770	10398.5969279906	1
771	10394.6219124384	1
772	10425.9034980858	1
773	10408.3036227818	1
774	10379.7224446847	1
775	10349.6646631346	1
776	10385.722425256	1
777	10398.3265875755	1
778	10364.3405337887	1
779	10400.1701233954	1
780	10405.3939906515	1
781	10385.6812488013	1
782	10378.8436681892	1
783	10386.1294073986	1
784	10396.4132510505	1
785	10427.1883443162	1
786	10423.939255894	1
787	10407.7693588606	1
788	10415.4746502436	1
789	10385.4069615325	1
790	10362.7614413499	1
791	10362.5993879011	1
792	10391.9415744663	1
793	10365.9946479449	1
794	10342.6188872134	1
795	10351.5444511838	1
796	10339.7544414579	1
797	10290.4928777607	1
798	10242.9832887721	1
799	10223.4385649011	1
800	10173.9921725701	1
801	10131.2680656864	1
802	10152.5790342069	1
803	10125.3346023828	1
804	10152.1722059395	1
805	10161.2442229368	1
806	10174.3568412616	1
807	10188.4112211402	1
808	10178.9026600755	1
809	10144.4965116906	1
810	10149.7845344686	1
811	10120.490789224	1
812	10123.3464177307	1
813	10090.1295562049	1
814	10079.8852484948	1
815	10072.548947151	1
816	10093.7866282025	1
817	10142.6720352425	1
818	10146.5146093057	1
819	10118.7179956235	1
820	10112.0846906395	1
821	10093.6829480811	1
822	10078.601431376	1
823	10074.509414468	1
824	10099.2096082154	1
825	10057.5657965065	1
826	10035.6701216619	1
827	10064.9727365385	1
828	10086.3348436615	1
829	10090.3666623888	1
830	10116.3011207638	1
831	10091.3575964003	1
832	10118.5446915548	1
833	10141.3782529858	1
834	10147.8685378127	1
835	10147.0877777006	1
836	10087.1782904942	1
837	10074.0094646407	1
838	10036.2217052917	1
839	10005.9226518218	1
840	10050.0571120046	1
841	10046.7537665991	1
842	10103.8186767242	1
843	10101.6542631944	1
844	10076.2734566162	1
845	10033.1183941768	1
846	10036.6311884822	1
847	10058.7078837434	1
848	10042.8712199767	1
849	9995.51893434046	1
850	10000.2118761479	1
851	9989.03121460994	1
852	9990.8550258874	1
853	9924.34592470516	1
854	9885.94297661305	1
855	9889.90609732603	1
856	9886.34131619116	1
857	9881.17489840987	1
858	9841.53144961673	1
859	9815.28493024465	1
860	9841.38673476347	1
861	9803.90048738294	1
862	9763.89495345971	1
863	9690.17265696059	1
864	9639.39041624582	1
865	9666.51505639472	1
866	9719.88462441987	1
867	9714.17802635116	1
868	9669.78862486233	1
869	9640.57144777585	1
870	9618.61267237797	1
871	9626.93690259907	1
872	9642.39130765072	1
873	9685.34014289558	1
874	9714.83012414435	1
875	9681.48189859797	1
876	9627.5604491837	1
877	9611.77291501194	1
878	9624.65394320544	1
879	9630.09193542595	1
880	9638.77289445368	1
881	9607.29904058105	1
882	9623.90938342887	1
883	9634.26945341795	1
884	9634.92816566354	1
885	9653.97811306004	1
886	9608.31769117621	1
887	9580.60276534975	1
888	9580.0790096138	1
889	9575.75118256256	1
890	9572.3549694915	1
891	9601.55070354854	1
892	9589.93699395346	1
893	9566.19488463589	1
894	9489.97857127658	1
895	9479.11510628404	1
896	9488.48182958777	1
897	9538.30386625637	1
898	9529.02062812979	1
899	9533.69603493251	1
900	9503.98118339296	1
901	9515.14301907977	1
902	9508.86312674365	1
903	9460.63211103162	1
904	9467.74723963846	1
905	9476.20933545957	1
906	9455.63280823919	1
907	9443.5042012551	1
908	9392.05564064248	1
909	9378.20291095668	1
910	9396.2818065797	1
911	9389.27823458706	1
912	9362.62759112135	1
913	9344.31045546258	1
914	9372.34418564696	1
915	9396.25295448491	1
916	9382.33578273598	1
917	9376.08727191996	1
918	9338.55528385363	1
919	9289.54911244448	1
920	9284.20390269068	1
921	9294.28420869968	1
922	9292.53074819061	1
923	9299.41530524082	1
924	9363.00753190839	1
925	9360.77105885924	1
926	9364.76187731175	1
927	9396.09597988748	1
928	9420.78011048415	1
929	9459.78142900751	1
930	9457.34571135677	1
931	9454.57210720979	1
932	9438.59922812048	1
933	9457.03232337423	1
934	9490.13854624418	1
935	9490.95968395259	1
936	9500.27162391614	1
937	9482.67214407466	1
938	9472.51073463899	1
939	9448.00511855343	1
940	9483.17563266739	1
941	9461.16976204764	1
942	9474.98166379393	1
943	9448.08545081589	1
944	9438.98069689793	1
945	9398.95643867805	1
946	9401.69302214265	1
947	9382.46201532506	1
948	9379.38246979762	1
949	9372.99544684178	1
950	9353.2564171825	1
951	9323.30814142654	1
952	9292.39204318976	1
953	9268.99046440337	1
954	9233.27665165956	1
955	9179.34137981499	1
956	9125.82112196259	1
957	9107.71306659838	1
958	9132.51561763138	1
959	9146.10992125267	1
960	9168.98311168638	1
961	9174.30745542039	1
962	9148.09054391791	1
963	9124.12154598767	1
964	9119.01683987409	1
965	9155.26751249019	1
966	9181.66757040419	1
967	9151.21648965778	1
968	9125.13371156405	1
969	9090.841751987	1
970	9081.7261500151	1
971	9053.43213829905	1
972	9033.94818717054	1
973	9005.18924280644	1
974	8995.73930920286	1
975	8975.64920238643	1
976	8974.28886791995	1
977	9003.73574685414	1
978	9026.16792515211	1
979	9027.45881472073	1
980	8980.92026333477	1
981	8946.14549864692	1
982	8921.32518947183	1
983	8937.69858962964	1
984	8912.25968609932	1
985	8895.98705897063	1
986	8876.16136409959	1
987	8861.6819143876	1
988	8916.50371949877	1
989	8970.15607748745	1
990	8982.62641737229	1
991	8988.1102230676	1
992	8979.52648109238	1
993	8994.07863467655	1
994	9010.48308373882	1
995	9016.74281250449	1
996	9049.20192701767	1
997	9063.62220982791	1
998	9045.86109323483	1
999	9010.70972028842	1
1000	9020.54622529601	1
1001	9036.96219653162	1
1002	9017.04695446429	1
1003	9021.7775600403	1
1004	9024.44848342766	1
1005	9054.77373971479	1
1006	9041.36448776195	1
1007	9021.70855673116	1
1008	9024.44931926032	1
1009	8975.93167454218	1
1010	8926.80802794052	1
1011	8941.23827660838	1
1012	8947.91693963824	1
1013	8954.27560296654	1
1014	8944.70286658969	1
1015	8928.0686251381	1
1016	8941.80901487531	1
1017	8913.85866313263	1
1018	8891.18662838688	1
1019	8898.78504032025	1
1020	8915.23581341133	1
1021	8870.99698086087	1
1022	8889.02957287213	1
1023	8940.16528559886	1
1024	8935.17156322736	1
1025	8965.83747232405	1
1026	8940.54598524535	1
1027	8943.15122386149	1
1028	8952.60984106171	1
1029	8901.9773835325	1
1030	8917.70805246274	1
1031	8919.36470066393	1
1032	8870.65004752752	1
1033	8841.02776515515	1
1034	8868.38373605558	1
1035	8884.78809533709	1
1036	8912.12866851459	1
1037	8891.91848730763	1
1038	8902.80976829227	1
1039	8907.54101117035	1
1040	8864.01727936283	1
1041	8831.60905170386	1
1042	8822.87520660663	1
1043	8800.05452577638	1
1044	8776.2740329184	1
1045	8784.0315277018	1
1046	8739.04703175069	1
1047	8740.95123779155	1
1048	8747.12945209219	1
1049	8728.07950322264	1
1050	8747.78174706176	1
1051	8714.04610826093	1
1052	8724.45406930014	1
1053	8754.11606088865	1
1054	8744.29559931719	1
1055	8699.58686445604	1
1056	8689.37975697251	1
1057	8674.4399138882	1
1058	8652.43098992232	1
1059	8636.0552428288	1
1060	8637.25165935741	1
1061	8660.14699288828	1
1062	8659.74073910708	1
1063	8655.74453820701	1
1064	8649.40328369328	1
1065	8645.40755066349	1
1066	8631.17310263468	1
1067	8635.472315405	1
1068	8616.20424317301	1
1069	8602.63939799028	1
1070	8589.49627033652	1
1071	8591.89445368729	1
1072	8590.64325490738	1
1073	8559.58240722226	1
1074	8518.7285391802	1
1075	8491.66436473454	1
1076	8510.97332582382	1
1077	8501.89322913607	1
1078	8499.23186055629	1
1079	8509.15033462721	1
1080	8509.2498971527	1
1081	8520.09853748648	1
1082	8509.38809060881	1
1083	8481.83848175934	1
1084	8474.13418455873	1
1085	8459.63235635366	1
1086	8448.84462010067	1
1087	8426.02564230913	1
1088	8399.05719289564	1
1089	8383.84118595043	1
1090	8364.07489796669	1
1091	8344.22937452538	1
1092	8333.30701710946	1
1093	8364.00664584547	1
1094	8376.63555999716	1
1095	8401.6143394206	1
1096	8396.40854252258	1
1097	8378.99593267919	1
1098	8363.26118513538	1
1099	8361.14441851835	1
1100	8366.53038432195	1
1101	8377.65606525769	1
1102	8353.83785700392	1
1103	8345.610661684	1
1104	8345.53689055154	1
1105	8340.52669551961	1
1106	8343.502706533	1
1107	8339.12746635646	1
1108	8334.78785851388	1
1109	8345.21741949832	1
1110	8353.58623734496	1
1111	8366.55823778769	1
1112	8399.82866087854	1
1113	8396.95922345207	1
1114	8374.84278034703	1
1115	8384.94667987608	1
1116	8366.09982091912	1
1117	8383.96045814729	1
1118	8377.98062925347	1
1119	8367.56585664517	1
1120	8339.89597120847	1
1121	8351.46713915692	1
1122	8349.64789895284	1
1123	8366.94381474667	1
1124	8366.01917999226	1
1125	8393.03712438648	1
1126	8419.94609836238	1
1127	8420.57630264979	1
1128	8422.26979291047	1
1129	8430.63962116779	1
1130	8416.05235332165	1
1131	8404.04549472425	1
1132	8406.80247307783	1
1133	8378.34016375897	1
1134	8344.6832396595	1
1135	8311.55284568014	1
1136	8257.05284213984	1
1137	8233.16844975821	1
1138	8262.81691897207	1
1139	8256.35658876877	1
1140	8251.71394104072	1
1141	8261.78961263649	1
1142	8224.92914833527	1
1143	8187.08746119271	1
1144	8138.41109977402	1
1145	8150.10129224453	1
1146	8121.46084014372	1
1147	8075.63609046193	1
1148	8062.58425842653	1
1149	8054.16118709744	1
1150	8044.74395789113	1
1151	8042.6827151841	1
1152	8040.67434146742	1
1153	8023.21675811222	1
1154	8028.78264187856	1
1155	8034.09207524284	1
1156	8046.05591371148	1
1157	8072.61341257258	1
1158	8082.6691609471	1
1159	8041.05312397147	1
1160	8037.75993694719	1
1161	8054.21208213367	1
1162	8060.55020609912	1
1163	8098.96316473619	1
1164	8120.17605221853	1
1165	8119.35990923754	1
1166	8079.53387021217	1
1167	8068.68539315259	1
1168	8054.7863695897	1
1169	8050.47541900387	1
1170	8027.75778400173	1
1171	8015.01709226955	1
1172	8014.96807587145	1
1173	8010.39336885363	1
1174	8012.29600530765	1
1175	7980.9431838534	1
1176	7976.99859880937	1
1177	7969.60953807115	1
1178	7966.28231380448	1
1179	7954.15991517636	1
1180	7956.26033532219	1
1181	7960.84127048173	1
1182	7951.63146816721	1
1183	7943.02918967036	1
1184	7923.57845065713	1
1185	7918.70216344333	1
1186	7934.35751970038	1
1187	7944.53822625906	1
1188	7974.52045587294	1
1189	7983.07943625415	1
1190	7977.66366722041	1
1191	7973.91032347327	1
1192	7985.32881077955	1
1193	7979.04166709796	1
1194	7957.38089800351	1
1195	7942.1968207295	1
1196	7970.51579339312	1
1197	7968.00526377552	1
1198	7942.94339699584	1
1199	7920.76789378479	1
1200	7921.22326853224	1
1201	7912.51299319056	1
1202	7903.91191783545	1
1203	7890.96081643362	1
1204	7883.80939952948	1
1205	7854.05020762845	1
1206	7816.92628405371	1
1207	7797.14627208285	1
1208	7780.36017958568	1
1209	7747.4801567961	1
1210	7759.05803954734	1
1211	7745.57954647368	1
1212	7749.64298597903	1
1213	7750.57915371459	1
1214	7748.78346560495	1
1215	7762.77884027119	1
1216	7763.09249202474	1
1217	7724.76003865153	1
1218	7707.83793536853	1
1219	7708.38039214857	1
1220	7722.41045239891	1
1221	7712.67184256515	1
1222	7713.10152997511	1
1223	7710.1307940997	1
1224	7683.6272431028	1
1225	7676.69979421631	1
1226	7678.58703216095	1
1227	7691.14024432474	1
1228	7697.55873972174	1
1229	7673.0360758896	1
1230	7673.54497618221	1
1231	7670.17316179439	1
1232	7676.349801897	1
1233	7656.78971302867	1
1234	7624.61942676589	1
1235	7626.52036220619	1
1236	7624.91087952457	1
1237	7612.86430581534	1
1238	7620.58648380841	1
1239	7618.24103023068	1
1240	7615.51834579224	1
1241	7595.02248333915	1
1242	7604.99730116601	1
1243	7606.3499573014	1
1244	7617.9381162031	1
1245	7647.33955497846	1
1246	7639.95679421632	1
1247	7653.14134287276	1
1248	7656.08487113353	1
1249	7637.75756435189	1
1250	7638.10654351511	1
1251	7624.52786544017	1
1252	7608.15412148146	1
1253	7618.5934137104	1
1254	7631.32508409067	1
1255	7639.80545098196	1
1256	7617.48841014204	1
1257	7622.88625465691	1
1258	7638.71514130727	1
1259	7642.92746721749	1
1260	7674.75975840859	1
1261	7665.6122792882	1
1262	7679.69826459186	1
1263	7680.18861486322	1
1264	7672.11089393636	1
1265	7652.56261945135	1
1266	7674.96869058871	1
1267	7686.49376205186	1
1268	7664.47464646096	1
1269	7664.44366322205	1
1270	7671.12373231934	1
1271	7689.11036146326	1
1272	7685.53686096421	1
1273	7671.55260537989	1
1274	7647.6173431215	1
1275	7654.22316915467	1
1276	7667.93977664887	1
1277	7684.92225689873	1
1278	7676.14534096497	1
1279	7668.32714119465	1
1280	7668.53953562754	1
1281	7633.3538113787	1
1282	7645.11539867884	1
1283	7637.81512299511	1
1284	7613.79502283902	1
1285	7603.42231184286	1
1286	7599.36931505819	1
1287	7555.28895003613	1
1288	7534.57198023599	1
1289	7547.52223471587	1
1290	7540.89388897563	1
1291	7544.24347824738	1
1292	7540.78181894361	1
1293	7563.26052268417	1
1294	7578.89187071122	1
1295	7608.47449107951	1
1296	7612.69103856933	1
1297	7598.24702498909	1
1298	7579.29767114101	1
1299	7575.73827129959	1
1300	7570.45319408362	1
1301	7579.82575540042	1
1302	7585.4448710436	1
1303	7581.42800828691	1
1304	7597.22131343077	1
1305	7603.69744299148	1
1306	7607.04706590489	1
1307	7600.66833674315	1
1308	7607.74094328763	1
1309	7606.65934696978	1
1310	7582.4662700984	1
1311	7566.87890470367	1
1312	7555.14619822625	1
1313	7549.20768489167	1
1314	7545.50629337829	1
1315	7538.41789994257	1
1316	7499.85588404881	1
1317	7470.31916106697	1
1318	7464.9308341597	1
1319	7471.71801357325	1
1320	7450.72051853435	1
1321	7455.49933534129	1
1322	7421.55071638291	1
1323	7421.21924807859	1
1324	7431.27869210458	1
1325	7397.68078311397	1
1326	7394.01214476836	1
1327	7397.71290931302	1
1328	7384.26378973169	1
1329	7376.92064041778	1
1330	7378.63170182967	1
1331	7378.54850665047	1
1332	7392.8040916589	1
1333	7399.6203585063	1
1334	7401.33068188903	1
1335	7382.83601054836	1
1336	7384.70070303521	1
1337	7390.14500318471	1
1338	7377.92295687638	1
1339	7370.22458644479	1
1340	7363.30099468429	1
1341	7364.4282473185	1
1342	7325.4107461358	1
