Px	Sensitivity	Additional multiplier
535	22483.3744878418	1
536	22471.060758482	1
537	22459.7893742252	1
538	22444.0386008434	1
539	22410.46617324	1
540	22381.5154683816	1
541	22346.9196483419	1
542	22300.4830272929	1
543	22237.6922440083	1
544	22205.357000606	1
545	22121.6011902815	1
546	22083.8923314262	1
547	22074.589056566	1
548	22036.7695946565	1
549	21994.3101567684	1
550	21998.1384529482	1
551	22004.4030970016	1
552	21994.3303074583	1
553	21961.1872061841	1
554	21961.452433575	1
555	21975.181759084	1
556	21974.5837888583	1
557	21974.1753099735	1
558	21970.7246261529	1
559	21979.6983287988	1
560	21959.9638059548	1
561	21950.7359216346	1
562	21952.049465113	1
563	21966.7956957698	1
564	21980.194003795	1
565	21972.0685174652	1
566	21973.2145482113	1
567	21951.9503842483	1
568	21949.7938042514	1
569	21967.4580478597	1
570	21954.2513133179	1
571	21937.5940086385	1
572	21931.7019738014	1
573	21931.9679507027	1
574	21913.3554644499	1
575	21896.8482184317	1
576	21865.5939112225	1
577	21839.8429862472	1
578	21831.6736548992	1
579	21822.5647415681	1
580	21814.1899116631	1
581	21827.4215225966	1
582	21815.6640930172	1
583	21803.6135174252	1
584	21804.1192367593	1
585	21787.6261846517	1
586	21792.4772645233	1
587	21790.7101401017	1
588	21771.9180484882	1
589	21743.1096644492	1
590	21726.6376676591	1
591	21743.9183428462	1
592	21739.0461772517	1
593	21703.5310078566	1
594	21683.0825999087	1
595	21713.0309678437	1
596	21719.5987880339	1
597	21704.7380544933	1
598	21677.706936204	1
599	21652.6701380405	1
600	21635.8336832204	1
601	21627.7760691093	1
602	21619.0536987905	1
603	21587.5229031777	1
604	21557.2798472293	1
605	21536.4962385845	1
606	21519.9535445345	1
607	21492.1375205318	1
608	21479.8744498944	1
609	21522.8162256743	1
610	21553.3571812618	1
611	21561.9309169009	1
612	21524.6299914367	1
613	21492.3193042467	1
614	21494.194979066	1
615	21499.3608818572	1
616	21476.2804360683	1
617	21453.7623639455	1
618	21437.1603321624	1
619	21424.6454449705	1
620	21405.2804568402	1
621	21383.2286235424	1
622	21339.5928612043	1
623	21301.5418097793	1
624	21292.4387778694	1
625	21286.5135891631	1
626	21275.6555335283	1
627	21283.618690985	1
628	21251.9122055717	1
629	21209.0438985004	1
630	21150.7322158422	1
631	21098.8221496705	1
632	21057.8741489508	1
633	21028.3730317758	1
634	21010.9232084783	1
635	20996.9447035319	1
636	20969.6024452559	1
637	20931.4926666056	1
638	20899.1381346088	1
639	20873.0976461873	1
640	20872.8911973674	1
641	20881.3312261607	1
642	20880.6386568716	1
643	20880.4340108472	1
644	20877.2205435545	1
645	20859.8926474032	1
646	20859.4767353626	1
647	20838.6549702938	1
648	20817.3148541314	1
649	20828.5521485355	1
650	20845.8993079218	1
651	20852.280143543	1
652	20830.269722163	1
653	20824.5254519283	1
654	20831.7350858318	1
655	20876.3339884936	1
656	20881.990384223	1
657	20873.4003324879	1
658	20876.7230873843	1
659	20884.4472990195	1
660	20871.6617275869	1
661	20848.4853570202	1
662	20819.2928814813	1
663	20803.3811848943	1
664	20794.1232486367	1
665	20784.4584423751	1
666	20789.3956184059	1
667	20773.9132068334	1
668	20777.0505046538	1
669	20757.3547918617	1
670	20741.8315321739	1
671	20689.0538932961	1
672	20645.2710440253	1
673	20610.8362176087	1
674	20575.343045149	1
675	20539.950075126	1
676	20473.8639395675	1
677	20426.6601375446	1
678	20378.039883868	1
679	20336.24814376	1
680	20296.6362902521	1
681	20285.3736390351	1
682	20281.3204426095	1
683	20249.990534493	1
684	20219.2892955377	1
685	20190.0440826102	1
686	20186.7991229769	1
687	20174.6660372244	1
688	20156.3807722095	1
689	20127.5991027619	1
690	20122.977243606	1
691	20117.6656026282	1
692	20130.7627243408	1
693	20138.6518560162	1
694	20174.5800329465	1
695	20199.5312458365	1
696	20223.7192982629	1
697	20236.2305643143	1
698	20234.2483303652	1
699	20249.4351630291	1
700	20255.9946409348	1
701	20271.3373723936	1
702	20274.8854048706	1
703	20274.2475902915	1
704	20258.4465438464	1
705	20263.1164247705	1
706	20277.4781463293	1
707	20256.978636706	1
708	20249.6643870339	1
709	20266.6337521457	1
710	20263.1574385127	1
711	20245.909197639	1
712	20237.2380242188	1
713	20230.1287599971	1
714	20228.6590602202	1
715	20206.0813205826	1
716	20190.7348097041	1
717	20160.603398204	1
718	20139.995529998	1
719	20128.6846315738	1
720	20119.3143138808	1
721	20096.3393514875	1
722	20074.7043739984	1
723	20034.7296722715	1
724	20003.6330150848	1
725	20021.4539452291	1
726	19995.9594308784	1
727	19964.2354621985	1
728	19920.7819818459	1
729	19884.6069028395	1
730	19846.8049005499	1
731	19823.6880910765	1
732	19787.8500163239	1
733	19748.0607369229	1
734	19722.2124966296	1
735	19680.9732519051	1
736	19668.7657866527	1
737	19627.4120957704	1
738	19597.9498616539	1
739	19589.6166933346	1
740	19569.4244377979	1
741	19546.4168608314	1
742	19552.2422119378	1
743	19542.4657422363	1
744	19544.9096239949	1
745	19521.8652773239	1
746	19490.8498916044	1
747	19470.848127681	1
748	19442.0079222079	1
749	19459.8168890091	1
750	19468.2021806193	1
751	19459.8093944121	1
752	19433.325804642	1
753	19418.3102361299	1
754	19417.1482926604	1
755	19437.9795430353	1
756	19445.6253917604	1
757	19420.5855333713	1
758	19423.1849979391	1
759	19450.1646875708	1
760	19442.1280664713	1
761	19444.230934048	1
762	19423.9318256382	1
763	19399.2530425155	1
764	19376.3196510262	1
765	19372.9733659899	1
766	19361.9067298713	1
767	19346.7388407754	1
768	19328.4045619317	1
769	19304.9793036142	1
770	19261.4676457631	1
771	19233.6269979383	1
772	19216.6205087145	1
773	19195.6451243404	1
774	19180.510720662	1
775	19174.4390990921	1
776	19125.8721929841	1
777	19115.3818745911	1
778	19118.6162120185	1
779	19111.2927256985	1
780	19074.9117029139	1
781	19039.0904688859	1
782	19002.8550996814	1
783	18980.1277763145	1
784	18958.8001154344	1
785	18939.390928082	1
786	18917.6546631092	1
787	18907.1766193846	1
788	18895.0411691993	1
789	18885.7974783515	1
790	18899.4628276967	1
791	18911.5828397932	1
792	18936.1074048689	1
793	18940.8792220209	1
794	18966.0123654173	1
795	18957.0407287489	1
796	18937.8809816448	1
797	18951.4363022527	1
798	18928.4386193541	1
799	18919.1529962762	1
800	18921.9067490534	1
801	18933.7066155825	1
802	18939.8243369644	1
803	18956.4427131969	1
804	18982.3803220108	1
805	18988.1524999288	1
806	18992.7057606774	1
807	18989.9387094336	1
808	19002.4276423513	1
809	19004.7953622927	1
810	19007.2964181161	1
811	18994.4680725356	1
812	18981.9592410532	1
813	18935.8967164568	1
814	18927.1510604285	1
815	18904.0097806409	1
816	18899.23308018	1
817	18883.9167666976	1
818	18856.8954622404	1
819	18842.5900848524	1
820	18817.6766119379	1
821	18778.7761257579	1
822	18740.9901383557	1
823	18710.2012749128	1
824	18675.0483024524	1
825	18619.7543797624	1
826	18585.7834917709	1
827	18566.3536375166	1
828	18522.2946391998	1
829	18508.4834329003	1
830	18496.884022662	1
831	18467.1225078131	1
832	18449.3026664894	1
833	18417.6121205666	1
834	18417.1981270402	1
835	18399.8326056857	1
836	18387.8160700217	1
837	18379.9928171779	1
838	18375.2988806918	1
839	18359.4739211231	1
840	18349.226442015	1
841	18347.9879520093	1
842	18339.0082121756	1
843	18353.6039575957	1
844	18374.1229290514	1
845	18399.7415580299	1
846	18427.7921566999	1
847	18458.938311151	1
848	18475.2645819896	1
849	18517.664028395	1
850	18505.3193789453	1
851	18509.4154385391	1
852	18528.2468056691	1
853	18539.7080842827	1
854	18554.008428324	1
855	18546.1246468342	1
856	18531.6325263807	1
857	18513.8235510201	1
858	18518.6130201491	1
859	18520.2774089807	1
860	18541.8997029342	1
861	18556.5060797233	1
862	18522.2459521781	1
863	18506.2869383004	1
864	18476.1261031685	1
865	18456.7352676242	1
866	18434.214883257	1
867	18409.4185717871	1
868	18379.7273296647	1
869	18360.3834658226	1
870	18324.3271448941	1
871	18307.842436633	1
872	18281.3103651397	1
873	18245.5478498702	1
874	18217.319731729	1
875	18193.8287877143	1
876	18180.0931781266	1
877	18161.435870633	1
878	18148.7596709852	1
879	18127.3115615322	1
880	18114.4140090889	1
881	18075.9631333964	1
882	18051.2560071384	1
883	18068.7168525633	1
884	18085.7450275268	1
885	18063.7918025771	1
886	18041.9450381854	1
887	18021.6405760968	1
888	18015.9371635928	1
889	17993.867200594	1
890	17976.3490291255	1
891	17970.6369717405	1
892	17965.5045919433	1
893	17942.0068061525	1
894	17946.8673678929	1
895	17950.6726162504	1
896	17938.6048044736	1
897	17920.1076534068	1
898	17911.1675394018	1
899	17905.2910607366	1
900	17884.9775502714	1
901	17869.9625944806	1
902	17866.4635710424	1
903	17868.5601835975	1
904	17843.121481275	1
905	17816.1285083923	1
906	17830.1748285413	1
907	17836.4949211266	1
908	17849.2923458737	1
909	17839.9879366135	1
910	17835.7368919956	1
911	17824.0467914995	1
912	17787.2904518146	1
913	17769.3198758533	1
914	17776.7025591402	1
915	17774.184426062	1
916	17771.1882056566	1
917	17790.8419117211	1
918	17792.6536594215	1
919	17783.3116652331	1
920	17782.1275308447	1
921	17786.4502229341	1
922	17772.093966854	1
923	17778.2249446898	1
924	17766.3700105089	1
925	17758.9629641243	1
926	17752.2915333026	1
927	17721.3830917528	1
928	17703.4489272647	1
929	17670.110126644	1
930	17666.3066433464	1
931	17655.3872048886	1
932	17645.1925147191	1
933	17660.1787646781	1
934	17648.1173835915	1
935	17627.9705783156	1
936	17598.5187223604	1
937	17578.8959346842	1
938	17551.99339191	1
939	17532.5314535143	1
940	17531.2641079368	1
941	17521.2363698424	1
942	17517.2877219921	1
943	17506.0035268003	1
944	17492.5384420716	1
945	17499.9408429049	1
946	17516.1394107039	1
947	17520.610825609	1
948	17534.7358711769	1
949	17539.8602405683	1
950	17568.9797436821	1
951	17586.7628360474	1
952	17593.2546967457	1
953	17610.3441398025	1
954	17607.7945256339	1
955	17607.4689823792	1
956	17624.8333947469	1
957	17645.0602161477	1
958	17645.4723634429	1
959	17630.3490650037	1
960	17621.0107997318	1
961	17615.5775438343	1
962	17609.8356405033	1
963	17580.3104780375	1
964	17567.0229410373	1
965	17545.3727934628	1
966	17505.3928756311	1
967	17482.5530321259	1
968	17467.7521996687	1
969	17453.6324004366	1
970	17421.3967944303	1
971	17375.991081782	1
972	17338.4518432358	1
973	17303.914286606	1
974	17275.9166487874	1
975	17263.4317929709	1
976	17261.1877515197	1
977	17242.3568145639	1
978	17202.241408875	1
979	17178.7359031958	1
980	17190.3655010672	1
981	17194.3343074465	1
982	17186.7737422559	1
983	17191.6947920452	1
984	17201.0236278919	1
985	17213.5647455793	1
986	17204.8764086868	1
987	17197.6543017503	1
988	17187.0216333496	1
989	17184.9404990913	1
990	17168.6459742735	1
991	17175.3254308511	1
992	17191.6709800804	1
993	17202.9856887212	1
994	17240.1415479207	1
995	17236.0839819559	1
996	17229.4424212334	1
997	17233.8006544667	1
998	17233.3878110129	1
999	17247.8421102318	1
1000	17246.0854616521	1
1001	17252.9666921237	1
1002	17236.4593548883	1
1003	17242.1024359618	1
1004	17231.8545203328	1
1005	17235.5410499836	1
1006	17239.4309836085	1
1007	17262.6728691171	1
1008	17290.3209631569	1
1009	17306.1410034654	1
1010	17298.3464055937	1
1011	17289.0873345997	1
1012	17289.6024884392	1
1013	17285.3558420931	1
1014	17266.993104034	1
1015	17223.7845781645	1
1016	17220.3467326714	1
1017	17224.351200096	1
1018	17220.7717558301	1
1019	17200.8656940838	1
1020	17188.1957256878	1
1021	17175.9760854495	1
1022	17146.3777700547	1
1023	17126.9417969303	1
1024	17093.0552026703	1
1025	17075.8278835811	1
1026	17062.9178770917	1
1027	17039.5116510198	1
1028	17018.8868727503	1
1029	17002.2888805601	1
1030	16968.1231325449	1
1031	16948.9059419525	1
1032	16959.6200659199	1
1033	16928.8782914982	1
1034	16895.9892209167	1
1035	16898.2954483993	1
1036	16917.1408355573	1
1037	16923.7159024255	1
1038	16916.6208682103	1
1039	16893.1444677411	1
1040	16911.9848992508	1
1041	16933.9809348183	1
1042	16957.12022056	1
1043	16966.8206139123	1
1044	16984.1178651905	1
1045	16986.3259669213	1
1046	16985.9608112259	1
1047	17003.3307281076	1
1048	17005.6307163177	1
1049	16996.5707592624	1
1050	16995.6102990277	1
1051	17015.8783514966	1
1052	17017.443388358	1
1053	17007.8553240097	1
1054	17011.8770405969	1
1055	17011.6778426386	1
1056	16994.0870401143	1
1057	16982.4152801794	1
1058	16959.5299731842	1
1059	16952.7160675752	1
1060	16966.9509982733	1
1061	16951.0432035089	1
1062	16931.1528278748	1
1063	16908.7264424138	1
1064	16887.9919962024	1
1065	16865.462391621	1
1066	16865.2000187449	1
1067	16859.6504786846	1
1068	16840.4274982004	1
1069	16836.4784435005	1
1070	16819.9486297818	1
1071	16806.4828126674	1
1072	16782.4945299895	1
1073	16777.5278544233	1
1074	16768.19179838	1
1075	16757.2591945516	1
1076	16748.8752109594	1
1077	16744.411276105	1
1078	16740.676520006	1
1079	16728.383384479	1
1080	16718.761791313	1
1081	16698.82148181	1
1082	16695.9078372167	1
1083	16675.5312876883	1
1084	16662.7488145029	1
1085	16651.9094905792	1
1086	16671.3553703873	1
1087	16663.1043607102	1
1088	16664.713302567	1
1089	16660.5774136783	1
1090	16661.40864148	1
1091	16684.3222389753	1
1092	16674.9334344521	1
1093	16684.5105273242	1
1094	16697.1260405448	1
1095	16712.2277317177	1
1096	16734.9738449144	1
1097	16752.6677493739	1
1098	16745.896540997	1
1099	16739.1055245594	1
1100	16762.2493762421	1
1101	16764.2529295888	1
1102	16759.129904833	1
1103	16736.2834789519	1
1104	16735.1986586514	1
1105	16729.3618271903	1
1106	16746.5018952581	1
1107	16732.4043770706	1
1108	16735.1132913449	1
1109	16730.4949220975	1
1110	16723.8888033032	1
1111	16709.1133807275	1
1112	16702.0495508909	1
1113	16690.170345405	1
1114	16673.725344432	1
1115	16646.0118553767	1
1116	16627.6793228964	1
1117	16604.673224752	1
1118	16591.6162652755	1
1119	16590.8211576654	1
1120	16598.3239891029	1
1121	16581.8693376504	1
1122	16574.2787557501	1
1123	16563.6702928785	1
1124	16559.6508487567	1
1125	16544.3939533888	1
1126	16541.2765027894	1
1127	16522.4120761019	1
1128	16516.3852536349	1
1129	16508.8945711018	1
1130	16500.9728185625	1
1131	16491.942124826	1
1132	16489.8501906317	1
1133	16472.3839800563	1
1134	16468.8542823666	1
1135	16474.8646626605	1
1136	16490.602384324	1
1137	16501.4398862387	1
1138	16519.3883326272	1
1139	16518.5342172595	1
1140	16512.1353225636	1
1141	16483.5765280059	1
1142	16468.4661522113	1
1143	16459.0918067166	1
1144	16459.3007100905	1
1145	16458.443860125	1
1146	16465.1375334466	1
1147	16478.6898449865	1
1148	16480.6426078478	1
1149	16490.6249020962	1
1150	16502.4730439935	1
1151	16508.0927404828	1
1152	16512.9687441044	1
1153	16525.3894708655	1
1154	16543.1076592747	1
1155	16548.5740349319	1
1156	16539.6365276499	1
1157	16542.6197839804	1
1158	16540.8708145741	1
1159	16545.8137010976	1
1160	16544.3936507329	1
1161	16548.3902094847	1
1162	16563.2533499975	1
1163	16581.3473694439	1
1164	16588.3478449198	1
1165	16605.4116640808	1
1166	16622.9244180562	1
1167	16630.5923979205	1
1168	16625.8003817657	1
1169	16631.6793048657	1
1170	16628.5504547519	1
1171	16619.4432074625	1
1172	16607.7169984946	1
1173	16597.8607623244	1
1174	16584.3066219742	1
1175	16573.6139970514	1
1176	16568.8740698543	1
1177	16554.6321257351	1
1178	16515.1564253753	1
1179	16497.9303927784	1
1180	16472.5527776552	1
1181	16472.3626621191	1
1182	16480.1525932979	1
1183	16491.0451361036	1
1184	16499.4542881379	1
1185	16505.9785810849	1
1186	16484.9282887683	1
1187	16475.8639498536	1
1188	16478.3583221255	1
1189	16468.64785038	1
1190	16457.1598331755	1
1191	16446.6113067458	1
1192	16432.8494896798	1
1193	16425.5954210852	1
1194	16430.5752675841	1
1195	16448.2325089546	1
1196	16440.7184183347	1
1197	16448.3019981178	1
1198	16458.9264538704	1
1199	16492.6614108241	1
1200	16504.3401813591	1
1201	16514.2037056647	1
1202	16508.9880555202	1
1203	16508.1340576467	1
1204	16498.1742690025	1
1205	16477.2011730455	1
1206	16465.2940532156	1
1207	16468.816784878	1
1208	16452.7347302514	1
1209	16440.7459394593	1
1210	16444.9042437111	1
1211	16446.4450757098	1
1212	16463.205105134	1
1213	16476.262045453	1
1214	16494.4452966305	1
1215	16481.2739236289	1
1216	16450.2375139154	1
1217	16446.2234234649	1
1218	16436.0009904966	1
1219	16437.3640450422	1
1220	16419.8471340731	1
1221	16407.6404243295	1
1222	16395.5729424402	1
1223	16386.6420025301	1
1224	16382.7464620365	1
1225	16371.1730374653	1
1226	16361.3265682136	1
1227	16362.8274908034	1
1228	16361.0938004797	1
1229	16384.5117224463	1
1230	16395.173924405	1
1231	16396.7168062967	1
1232	16412.5434295364	1
1233	16394.6597942836	1
1234	16397.368185534	1
1235	16398.0936473015	1
1236	16410.6226341812	1
1237	16430.3723144547	1
1238	16430.7949872172	1
1239	16435.3013351667	1
1240	16432.1052272795	1
1241	16435.9283219096	1
1242	16443.434507783	1
1243	16453.3860840427	1
1244	16462.1702249256	1
1245	16476.2045145105	1
1246	16506.5466983209	1
1247	16536.9611273384	1
1248	16550.9324005787	1
1249	16558.4145766397	1
1250	16542.409571576	1
1251	16539.3685514703	1
1252	16546.806736131	1
1253	16545.2993167307	1
1254	16554.2562342381	1
1255	16552.511119414	1
1256	16544.4450735781	1
1257	16544.7750709065	1
1258	16547.4608453055	1
1259	16544.3382149924	1
1260	16545.4848888223	1
1261	16553.084539163	1
1262	16564.0568947979	1
1263	16571.1080267472	1
1264	16573.5623500378	1
1265	16574.1952174619	1
1266	16561.8192917926	1
1267	16552.6809673524	1
1268	16524.7533794644	1
1269	16517.3220757627	1
1270	16513.3906834309	1
1271	16512.6672261002	1
1272	16508.2791011245	1
1273	16499.3497821346	1
1274	16481.7549625425	1
1275	16461.2200640009	1
1276	16433.6305241652	1
1277	16428.8667417272	1
1278	16425.9977931693	1
1279	16409.0403428611	1
1280	16412.3260278954	1
1281	16414.8462834796	1
1282	16423.538804888	1
1283	16419.1181351611	1
1284	16416.3965779104	1
1285	16419.9072452835	1
1286	16416.0166323494	1
1287	16399.0034316411	1
1288	16384.755032023	1
1289	16385.8918175788	1
1290	16375.0234512625	1
1291	16381.4893928597	1
1292	16395.1907310264	1
1293	16402.2829514882	1
1294	16412.9608400229	1
1295	16431.3309594693	1
1296	16450.4356233157	1
1297	16454.6772900572	1
1298	16457.9315869622	1
1299	16461.6291431997	1
1300	16466.5503947295	1
1301	16487.6670903413	1
1302	16499.8252869075	1
1303	16482.5553555682	1
1304	16472.5954652386	1
1305	16451.2215521112	1
1306	16434.2982376293	1
1307	16415.6106658859	1
1308	16413.1408888924	1
1309	16403.4652957065	1
1310	16403.418359448	1
1311	16392.4203948319	1
1312	16378.7476450169	1
1313	16367.1089264276	1
1314	16368.6576080495	1
1315	16359.4536120439	1
1316	16348.5989429318	1
1317	16334.9011974274	1
1318	16334.0043058333	1
1319	16318.3157479436	1
1320	16304.8019123222	1
1321	16295.1563574658	1
1322	16271.6340787411	1
1323	16259.101682574	1
1324	16263.5755003791	1
1325	16263.0247449748	1
1326	16260.9189374422	1
1327	16252.7703353597	1
1328	16270.7252632051	1
1329	16302.4730936541	1
1330	16336.7984491087	1
1331	16353.9230689876	1
1332	16376.0146609822	1
1333	16378.9324673036	1
1334	16380.8751044186	1
1335	16377.0135308555	1
1336	16382.7010054555	1
1337	16394.0133634697	1
1338	16418.5659734381	1
1339	16431.0446789606	1
1340	16449.9360026184	1
1341	16464.1416514511	1
1342	16478.0572779376	1
1343	16483.7437367457	1
1344	16485.0562943665	1
1345	16491.8482308251	1
1346	16511.2751102351	1
1347	16521.1686250839	1
